15um_t1.png,15um_t10.png,15um_t99.6.png,laser15um_t1.png,laser15um_t10.png,laser15um_t99.6.png
0.010648627,0.013736864,0.028857648,0.010648627,0.011199215,0.028857648
0.010648627,0.013171373,0.028857648,0.010648627,0.011199215,0.028857648
0.010648627,0.013171373,0.028857648,0.010648627,0.013171373,0.028857648
0.010648627,0.013171373,0.034185883,0.010648627,0.013171373,0.028857648
0.010648627,0.013171373,0.034185883,0.010648627,0.013171373,0.028857648
0.010648627,0.013736864,0.034185883,0.010648627,0.013171373,0.028857648
0.010648627,0.013736864,0.034185883,0.010648627,0.013171373,0.034185883
0.010648627,0.013736864,0.034185883,0.010648627,0.013171373,0.028857648
0.010648627,0.011764706,0.034185883,0.010648627,0.013171373,0.028857648
0.010648627,0.011764706,0.034185883,0.010648627,0.013171373,0.034185883
0.010648627,0.013736864,0.034185883,0.010648627,0.013171373,0.034185883
0.010648627,0.013736864,0.028857648,0.010648627,0.010648627,0.028857648
0.010648627,0.013736864,0.028857648,0.010648627,0.010648627,0.028857648
0.010648627,0.013736864,0.034185883,0.010648627,0.013171373,0.028857648
0.010648627,0.011764706,0.034185883,0.010648627,0.011199215,0.034185883
0.010648627,0.011764706,0.034185883,0.010648627,0.008676471,0.028857648
0.010648627,0.011764706,0.034185883,0.010648627,0.008676471,0.028857648
0.010648627,0.011764706,0.028857648,0.010648627,0.011199215,0.034185883
0.010648627,0.011764706,0.028857648,0.010648627,0.011199215,0.028857648
0.010648627,0.011764706,0.034185883,0.013171373,0.011199215,0.028857648
0.010648627,0.011764706,0.034185883,0.013171373,0.011199215,0.034185883
0.010648627,0.011764706,0.034185883,0.010648627,0.011199215,0.034185883
0.010648627,0.011764706,0.034185883,0.010648627,0.010648627,0.034185883
0.010648627,0.011764706,0.034185883,0.010648627,0.010648627,0.033620395
0.010648627,0.011764706,0.034185883,0.010648627,0.010648627,0.028292159
0.010648627,0.011764706,0.034185883,0.010648627,0.013171373,0.028292159
0.010648627,0.011764706,0.028857648,0.010648627,0.013171373,0.033620395
0.010648627,0.011764706,0.028857648,0.010648627,0.013171373,0.033620395
0.010648627,0.011764706,0.035019215,0.010648627,0.013171373,0.033620395
0.010648627,0.011764706,0.035019215,0.010648627,0.013171373,0.033620395
0.010648627,0.011764706,0.034185883,0.010648627,0.013171373,0.033620395
0.010648627,0.011764706,0.034185883,0.010648627,0.013171373,0.034185883
0.010648627,0.011764706,0.034185883,0.010648627,0.013171373,0.034185883
0.010648627,0.011764706,0.034185883,0.010648627,0.013171373,0.034185883
0.010648627,0.011764706,0.034185883,0.010648627,0.011199215,0.035019215
0.010648627,0.011764706,0.034185883,0.010648627,0.011199215,0.035019215
0.010648627,0.011764706,0.034185883,0.010648627,0.013171373,0.035019215
0.010648627,0.011764706,0.034185883,0.010648627,0.013736864,0.035019215
0.010648627,0.011764706,0.034185883,0.010648627,0.013736864,0.034185883
0.010648627,0.011764706,0.034185883,0.010648627,0.013171373,0.034185883
0.010648627,0.011764706,0.036708627,0.010648627,0.011199215,0.034185883
0.010648627,0.011764706,0.036708627,0.010648627,0.011199215,0.028857648
0.010648627,0.011764706,0.035019215,0.010648627,0.011199215,0.02969098
0.010648627,0.011764706,0.03754196,0.010648627,0.011199215,0.035019215
0.010648627,0.011764706,0.03754196,0.010648627,0.011199215,0.035019215
0.010648627,0.011764706,0.03754196,0.010648627,0.011199215,0.035019215
0.010648627,0.011764706,0.03754196,0.010648627,0.010648627,0.034185883
0.010648627,0.011764706,0.03754196,0.010648627,0.010648627,0.034185883
0.010648627,0.011764706,0.035019215,0.010648627,0.013171373,0.034185883
0.010648627,0.011764706,0.035019215,0.010648627,0.013171373,0.034185883
0.010648627,0.011764706,0.03754196,0.010648627,0.013171373,0.035019215
0.010648627,0.011764706,0.03754196,0.010648627,0.013171373,0.02969098
0.010648627,0.011764706,0.036708627,0.013171373,0.013171373,0.028857648
0.010648627,0.011764706,0.04203686,0.010648627,0.013171373,0.033620395
0.010648627,0.011764706,0.04203686,0.010648627,0.013171373,0.033620395
0.010648627,0.011764706,0.03754196,0.010648627,0.013171373,0.033620395
0.010648627,0.011764706,0.03754196,0.010648627,0.011199215,0.033620395
0.010648627,0.011764706,0.043152936,0.010648627,0.011199215,0.034185883
0.010648627,0.013736864,0.037824705,0.010648627,0.013171373,0.034185883
0.010648627,0.013736864,0.037824705,0.010648627,0.013171373,0.034185883
0.010648627,0.013736864,0.037824705,0.010648627,0.013171373,0.034185883
0.010648627,0.013736864,0.042870194,0.010648627,0.013171373,0.034185883
0.010648627,0.011764706,0.042870194,0.010648627,0.010648627,0.034185883
0.010648627,0.011764706,0.042870194,0.010648627,0.010648627,0.034185883
0.010648627,0.011764706,0.045675687,0.010648627,0.010648627,0.035019215
0.010648627,0.011764706,0.04595843,0.010648627,0.010648627,0.035019215
0.010648627,0.011764706,0.043152936,0.010648627,0.008676471,0.035019215
0.010648627,0.011764706,0.04595843,0.010648627,0.011199215,0.035019215
0.010648627,0.011764706,0.04595843,0.010648627,0.011199215,0.035019215
0.010648627,0.011764706,0.051286668,0.010648627,0.011199215,0.035019215
0.010648627,0.013736864,0.051286668,0.010648627,0.011199215,0.035019215
0.010648627,0.013736864,0.05297608,0.010648627,0.011199215,0.035019215
0.010648627,0.013736864,0.059420396,0.010648627,0.011199215,0.03754196
0.010648627,0.013736864,0.053809416,0.010648627,0.011199215,0.035019215
0.010648627,0.011764706,0.053809416,0.013171373,0.011199215,0.034185883
0.010648627,0.017375687,0.051286668,0.010648627,0.011199215,0.034185883
0.010648627,0.017375687,0.051286668,0.010648627,0.011199215,0.034185883
0.010648627,0.011199215,0.05297608,0.010648627,0.008676471,0.034185883
0.010648627,0.011199215,0.05297608,0.010648627,0.010648627,0.034185883
0.010648627,0.016810197,0.056347057,0.010648627,0.013171373,0.034185883
0.010648627,0.016810197,0.06503137,0.010648627,0.013171373,0.034185883
0.010648627,0.017375687,0.06783686,0.010648627,0.013171373,0.034185883
0.010648627,0.017375687,0.06783686,0.010648627,0.013171373,0.035019215
0.010648627,0.017375687,0.06503137,0.010648627,0.013171373,0.035019215
0.010648627,0.017375687,0.07960941,0.010648627,0.013171373,0.035019215
